Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	Estimates Start After
Ghana	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	971.465	973.804	914.505	859.356	921.123	974.108	1,019.365	1,068.209	1,138.729	1,212.199	1,266.517	1,343.690	1,392.332	1,441.647	1,487.514	1,543.424	1,603.658	1,667.526	1,720.766	1,779.011	1,840.423	1,912.214	1,979.286	2,071.739	2,191.431	2,334.986	2,493.417	2,604.462	2,826.286	2,911.292	3,100.406	3,518.967	3,819.202	4,060.869	4,191.446	4,289.747	4,383.158	4,604.515	4,982.379	0
Ghana	Unemployment rate	Percent of total labor force																																										
Ghana	Population	Persons	Millions	Source: National Statistics Office Latest actual data: IMF staff estimates Notes: Data cannot be confirmed by national sources at this time. Primary domestic currency: Ghanaian cedi Data last updated: 08/2017	10.015	10.542	11.097	11.681	12.296	12.610	12.933	13.263	13.602	13.950	14.306	14.672	15.046	15.431	15.825	16.230	16.644	17.070	17.506	17.953	18.412	18.883	19.366	19.861	20.368	20.889	21.423	21.970	22.532	23.108	23.699	24.304	24.926	25.563	26.216	26.886	27.573	28.278	29.001	0
Greece	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	741.826	877.369	1,097.052	1,300.520	1,609.100	1,953.909	2,327.919	2,612.884	3,169.712	3,751.304	4,499.495	5,474.817	6,271.349	7,018.214	7,914.349	8,832.976	9,731.183	10,792.089	11,714.212	12,448.073	13,108.008	14,045.234	15,012.572	16,389.590	17,706.533	18,162.589	19,797.149	21,085.070	21,877.893	21,409.595	20,327.829	18,612.038	17,246.707	16,417.695	16,284.812	16,181.314	16,310.470	16,798.446	17,482.940	2016
Greece	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	5,902.793	5,386.846	5,615.845	5,053.780	4,896.327	4,835.332	5,672.316	6,575.756	7,634.361	7,878.323	9,680.898	10,283.810	11,249.325	10,450.665	11,109.703	13,000.032	13,776.953	13,485.692	13,526.764	13,867.050	12,268.134	12,579.239	14,178.161	18,533.800	22,014.606	22,626.136	24,858.259	28,899.948	32,198.014	29,819.229	26,972.873	25,896.934	22,171.911	21,805.257	21,639.937	17,955.191	18,049.302	18,945.088	20,566.867	2016
Greece	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	9,083.293	9,659.330	10,083.395	10,301.611	10,825.107	11,397.558	11,652.426	11,637.773	12,523.349	13,447.876	13,858.814	14,546.086	14,844.901	14,863.560	15,396.534	15,977.451	16,652.132	17,628.530	18,403.112	19,161.049	20,312.492	21,513.302	22,591.407	24,315.664	26,189.707	27,120.944	29,440.986	31,125.325	31,558.224	30,337.656	28,961.801	26,850.252	25,433.138	25,194.264	25,917.930	26,307.153	26,829.442	27,775.957	29,091.739	2016
Greece	Unemployment rate	Percent of total labor force		Source: National Statistics Office. Formally, the National Statistical Office (ELSTAT) Latest actual data: 2016. For quarterly data, latest actual is 2017Q1. Notes: The historical data source for unit labor costs in manufacturing is eurostat. Employment type: National definition Primary domestic currency: Euro Data last updated: 08/2017	2.663	4.000	5.800	7.900	8.100	7.800	7.400	7.400	7.700	7.500	7.000	7.700	8.700	9.700	9.600	10.000	10.300	10.300	11.200	12.125	11.350	10.775	10.350	9.775	10.600	10.000	9.000	8.400	7.750	9.600	12.725	17.850	24.425	27.475	26.500	24.900	23.550	22.288	20.684	2016
Greece	Population	Persons	Millions	Source: National Statistics Office. Formally, the Statistical Office of the European Communities (EUROSTAT) Latest actual data: 2016 Primary domestic currency: Euro Data last updated: 08/2017	9.584	9.701	9.758	9.821	9.872	9.920	9.949	9.985	10.016	10.058	10.121	10.273	10.367	10.431	10.490	10.536	10.588	10.629	10.693	10.748	10.776	10.836	10.888	10.916	10.940	10.970	11.005	11.036	11.061	11.095	11.119	11.123	11.086	11.004	10.927	10.858	10.784	10.784	10.773	2016
Grenada	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	3,364.207	3,447.646	3,638.119	3,707.554	3,991.710	4,532.929	5,057.685	5,841.476	6,507.774	7,451.142	7,798.538	8,419.001	8,615.745	8,509.159	8,830.561	9,215.159	9,828.375	10,471.654	11,883.838	12,829.255	13,817.493	13,796.888	14,289.027	15,587.299	15,757.678	18,237.183	18,269.514	19,775.314	21,458.099	19,966.738	19,887.300	20,008.289	20,474.604	21,481.406	23,149.837	25,223.558	26,615.181	27,886.240	29,035.782	2011
Grenada	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	1,246.003	1,276.906	1,347.451	1,373.168	1,478.411	1,678.863	1,873.217	2,163.509	2,410.287	2,759.682	2,888.348	3,118.149	3,191.017	3,151.541	3,270.578	3,413.022	3,640.139	3,878.390	4,401.421	4,751.576	5,117.590	5,109.959	5,292.232	5,773.074	5,836.177	6,754.512	6,766.487	7,324.191	7,947.444	7,395.088	7,365.667	7,410.477	7,583.187	7,956.076	8,574.014	9,342.058	9,857.474	10,328.237	10,753.993	2011
Grenada	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	2,139.810	2,330.743	2,507.287	2,610.976	2,740.700	2,953.747	3,227.363	3,637.751	3,926.981	4,285.151	4,660.286	4,875.268	4,908.030	4,871.028	5,010.064	5,182.549	5,479.020	5,827.926	6,574.647	7,131.916	7,650.118	7,648.796	8,013.421	8,922.683	9,083.757	10,590.265	10,448.385	11,347.303	11,640.944	10,915.174	10,952.038	11,220.933	11,252.152	11,655.430	12,688.008	13,598.437	14,222.832	14,779.483	15,352.877	2011
Grenada	Unemployment rate	Percent of total labor force																																										
Grenada	Population	Persons	Millions	Source: National Statistics Office Latest actual data: 2011 Primary domestic currency: Eastern Caribbean dollar Data last updated: 09/2017	0.089	0.091	0.093	0.096	0.098	0.100	0.100	0.099	0.098	0.097	0.096	0.096	0.097	0.098	0.099	0.100	0.101	0.101	0.101	0.101	0.102	0.102	0.102	0.102	0.103	0.103	0.103	0.104	0.104	0.104	0.105	0.105	0.105	0.106	0.106	0.107	0.107	0.108	0.108	2011
Guatemala	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	1,014.948	1,081.263	1,067.959	1,081.019	1,102.926	1,269.503	1,753.478	1,912.055	2,163.252	2,433.057	3,440.838	4,606.744	5,126.065	5,931.841	6,702.604	7,432.544	8,134.321	8,968.215	10,043.830	10,695.897	11,452.271	12,325.247	13,310.576	13,922.996	14,881.700	15,861.985	17,155.778	19,106.170	21,124.073	21,511.744	22,767.184	24,818.617	25,847.793	27,128.231	28,514.524	30,034.163	31,514.837	33,032.903	34,557.866	2010
Guatemala	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	1,014.948	1,081.263	1,067.959	1,081.019	1,102.926	1,269.503	669.266	755.753	798.248	897.807	767.058	916.058	991.381	1,052.610	1,165.427	1,279.143	1,335.423	1,479.006	1,570.720	1,448.276	1,475.207	1,568.379	1,701.769	1,753.339	1,872.738	2,077.835	2,256.559	2,489.954	2,794.241	2,635.743	2,825.507	3,187.836	3,299.603	3,452.830	3,687.748	3,923.560	4,070.262	4,184.922	4,321.165	2010
Guatemala	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	2,693.752	2,890.735	2,887.920	2,853.172	2,895.317	2,895.730	2,883.162	2,986.347	3,131.915	3,299.567	3,443.224	3,579.762	3,740.929	3,868.437	3,995.146	4,161.297	4,258.438	4,409.146	4,559.056	4,693.151	4,808.643	4,920.470	5,068.518	5,176.753	5,359.669	5,581.990	5,926.823	6,324.924	6,515.037	6,456.226	6,578.250	6,844.486	7,026.178	7,249.283	7,529.387	7,765.742	7,944.680	8,172.693	8,440.806	2010
Guatemala	Unemployment rate	Percent of total labor force																																										
Guatemala	Population	Persons	Millions	Source: National Statistics Office Latest actual data: 2010 Primary domestic currency: Guatemalan quetzal Data last updated: 08/2017	7.211	7.394	7.582	7.776	7.975	8.180	8.390	8.604	8.822	9.042	9.264	9.483	9.709	9.939	10.172	10.408	10.647	10.888	11.134	11.387	11.651	11.925	12.209	12.500	12.797	13.096	13.397	13.700	14.006	14.316	14.630	14.949	15.271	15.596	15.924	16.252	16.582	16.919	17.263	2010
Guinea	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	406,879.156	497,880.679	612,121.601	610,875.932	611,795.990	650,116.872	659,345.342	688,075.049	731,598.998	773,935.953	806,677.417	834,603.294	878,585.226	1,026,268.374	1,199,020.370	1,714,913.726	2,217,377.492	2,624,573.167	3,106,834.746	3,044,203.251	3,612,502.831	4,047,473.778	4,506,489.635	4,926,698.072	5,119,860.511	5,316,003.921	6,001,655.779	6,735,109.359	7,488,738.352	2011
Guinea	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	616.328	660.444	678.626	639.332	626.432	655.749	656.708	628.192	591.511	557.831	461.784	427.879	444.663	517.030	538.880	470.570	426.419	628.711	675.387	637.478	631.291	540.562	637.791	712.982	729.798	709.858	669.868	707.989	741.320	2011
Guinea	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	915.849	919.314	915.890	929.547	937.651	960.692	989.353	1,032.699	1,061.382	1,100.015	1,134.057	1,182.165	1,241.318	1,259.758	1,299.970	1,353.622	1,397.560	1,490.451	1,541.556	1,489.163	1,530.100	1,607.170	1,689.732	1,739.904	1,791.238	1,828.430	1,926.318	2,039.423	2,145.560	2011
Guinea	Unemployment rate	Percent of total labor force																																										
Guinea	Population	Persons	Millions	Source: National Statistics Office Latest actual data: 2014 Notes: Data prior to 1995 cannot be confirmed by national sources at this time. Primary domestic currency: Guinean franc Data last updated: 08/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6.020	6.352	6.734	7.136	7.514	7.837	8.095	8.296	8.457	8.601	8.746	8.895	9.046	9.205	9.380	9.576	9.799	10.047	10.315	10.593	10.876	11.162	11.451	11.745	12.044	12.345	12.654	12.970	13.294	2014
Guinea-Bissau	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	46,206.700	74,438.013	100,281.258	128,474.109	100,342.766	148,444.838	109,436.563	78,828.668	71,292.845	90,049.506	91,571.917	131,023.157	128,730.918	105,227.795	112,872.627	212,021.310	202,797.448	215,027.259	193,756.435	213,819.489	216,289.826	228,486.501	228,459.956	217,645.970	215,917.114	233,144.467	228,144.869	240,639.209	273,256.048	269,386.412	287,981.564	347,298.642	331,161.649	331,464.682	326,972.276	378,046.376	410,434.336	442,763.068	463,819.714	2004
Guinea-Bissau	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	218.699	273.941	305.168	337.149	229.638	330.465	316.017	262.605	239.877	282.621	337.820	465.072	498.383	376.258	414.591	428.799	399.430	371.271	329.054	347.745	304.679	311.968	328.927	375.208	409.250	442.774	436.720	502.821	613.081	571.990	582.540	736.685	649.025	671.137	662.382	639.508	692.473	761.348	831.816	2004
Guinea-Bissau	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	592.287	631.115	684.059	672.758	719.832	758.874	750.668	797.389	824.999	864.697	919.137	996.481	1,027.427	1,052.004	1,081.897	1,123.746	1,161.427	1,225.205	1,007.111	1,133.238	1,132.444	1,156.818	1,135.282	1,138.229	1,176.556	1,239.415	1,279.175	1,326.995	1,366.008	1,391.086	1,461.924	1,578.023	1,545.562	1,586.750	1,595.703	1,658.959	1,727.681	1,805.936	1,891.426	2004
Guinea-Bissau	Unemployment rate	Percent of total labor force																																										
Guinea-Bissau	Population	Persons	Millions	Source: International Financial Institution. Human Development Indicators. Latest actual data: 2004 Primary domestic currency: CFA franc Data last updated: 09/2017	0.782	0.798	0.815	0.832	0.850	0.867	0.886	0.903	0.921	0.940	0.959	0.980	1.003	1.025	1.048	1.072	1.095	1.119	1.144	1.169	1.194	1.219	1.246	1.272	1.299	1.328	1.356	1.386	1.417	1.449	1.460	1.492	1.525	1.559	1.593	1.628	1.664	1.700	1.738	2004
Guyana	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	1,885.805	1,974.408	1,763.688	1,903.940	2,261.212	2,676.941	3,042.670	6,417.780	8,360.855	23,065.265	35,322.635	85,534.839	103,910.868	128,616.079	165,210.102	193,312.198	215,335.569	230,820.816	231,394.618	265,600.890	276,452.293	283,889.884	297,557.515	311,209.380	334,348.744	353,201.117	392,426.075	472,053.619	523,403.743	550,083.888	610,985.392	695,330.688	768,675.462	807,001.867	831,494.826	857,091.625	924,040.885	980,247.794	1,035,925.690	2012
Guyana	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	739.531	711.499	587.896	634.647	632.507	645.046	711.736	891.358	836.085	1,072.803	905.709	1,024.369	837.991	1,001.878	1,209.223	1,366.164	1,528.558	1,618.376	1,511.149	1,549.823	1,513.770	1,517.114	1,560.957	1,612.484	1,697.202	1,766.006	1,956.018	2,334.010	2,560.997	2,693.189	3,004.231	3,414.761	3,765.710	3,929.407	4,029.048	4,150.565	4,474.774	4,662.296	4,816.609	2012
Guyana	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	1,689.865	1,836.929	1,738.088	1,699.905	1,797.796	1,862.110	1,895.203	1,941.039	1,888.836	1,888.384	1,915.116	2,103.948	2,318.210	2,561.590	2,826.223	3,014.334	3,299.914	3,544.573	3,507.536	3,652.669	3,675.583	3,838.312	3,942.333	3,997.790	4,174.173	4,222.895	4,566.554	5,003.734	5,188.824	5,380.155	5,668.825	6,076.222	6,469.089	6,889.558	7,253.980	7,533.232	7,870.804	8,265.955	8,702.531	2012
Guyana	Unemployment rate	Percent of total labor force																																										
Guyana	Population	Persons	Millions	Source: International Financial Institution Latest actual data: 2012 Primary domestic currency: Guyana dollar Data last updated: 08/2017	0.755	0.764	0.781	0.735	0.735	0.735	0.735	0.735	0.735	0.726	0.720	0.718	0.718	0.720	0.723	0.727	0.730	0.734	0.737	0.740	0.742	0.743	0.743	0.743	0.742	0.742	0.744	0.746	0.748	0.751	0.753	0.756	0.758	0.761	0.764	0.767	0.768	0.770	0.773	2012
Haiti	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	1,302.034	1,407.914	1,438.512	1,516.729	1,650.890	1,800.731	1,965.310	951.088	618.042	559.916	698.332	739.115	707.771	1,048.788	3,409.872	5,208.299	5,855.762	6,657.544	7,628.603	8,240.600	9,074.746	9,858.507	10,642.671	13,340.537	15,394.999	18,140.451	20,952.067	23,031.286	25,820.711	27,187.659	26,695.200	29,852.538	31,884.634	34,945.547	37,044.552	39,552.236	44,648.875	49,885.992	53,301.388	0
Haiti	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	260.453	281.633	287.754	303.400	330.237	360.211	393.132	190.252	123.631	112.003	139.691	123.002	72.415	81.256	231.269	359.759	364.991	411.606	450.945	494.256	462.491	413.718	393.004	329.766	387.951	465.330	505.495	615.810	674.858	668.272	662.013	740.848	766.807	810.172	829.911	809.672	758.828	761.191	805.252	0
Haiti	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	1,077.043	1,168.915	1,185.449	1,192.329	1,215.236	1,241.228	1,247.193	1,250.899	1,286.645	1,295.178	1,310.234	1,345.975	1,319.835	1,258.792	1,112.348	1,224.431	1,274.632	1,307.557	1,326.705	1,359.481	1,378.723	1,372.302	1,367.527	1,377.726	1,344.474	1,390.816	1,443.051	1,507.270	1,526.173	1,561.365	1,471.597	1,562.287	1,614.060	1,686.409	1,741.262	1,758.343	1,783.606	1,810.296	1,877.884	0
